in01,in02,in03,in04,in05,in06,in07,in08,in09,in10,in11,in12,in13,in14,in15,in16,in17,in18,in19,in20,in21,in22,outcome
0.58,3,203.02189390035346,128.6082899706492,316.925,-60.4312,10.61,8.68,12.0827,99.8797,-60.3411,635.4,1,45.4697,136.852,5.3,2,635.429,45.4095,5.3,52.59,47.2898,0.35812688623919303
0.55,3,112.12446452095173,150.8399698305148,316.936,-60.459,11.8,9.65,12.7368,105.018,-60.359,706.3,1,45.484,136.852,5.89,2,706.306,45.4171,5.89,55.4541,49.5639,0.1356358852973975
1.43,5,851.6581494105048,120.62322853412358,316.854,-59.7919,4.25,3.47,7.65142,97.5736,-60.2209,254.3,2,45.3636,136.852,2.12,3,254.266,44.9377,2.12,33.2312,31.1112,0.9896055822087322
1.32,5,918.3787721456029,130.65353301165638,316.863,-59.7836,4.94,4.05,8.25494,105.118,-60.2371,296,2,45.379,136.852,2.47,3,296.046,44.9174,2.47,35.8628,33.3928,0.9233717434387285
0.69,3,273.7815199296456,103.5590281645323,316.897,-60.3593,7.76,6.35,10.3356,86.0249,-60.2935,464.6,1,45.4299,136.852,3.87,2,464.561,45.3859,3.87,44.9475,41.0775,0.7001950999670662
0.68,3,272.98886965517886,125.97050529959296,316.899,-60.3637,7.92,6.48,10.445,86.9006,-60.2965,474.5,1,45.4325,136.852,3.95,2,474.466,45.3876,3.95,45.4254,41.4753,0.6942978038253462
0.64,3,519.47682058182545,165.83130332615121,316.91,-60.3903,8.95,7.33,11.1004,92.1138,-60.3143,536.1,1,45.4476,136.852,4.47,2,536.06,45.3968,4.47,48.2921,43.8219,0.6050660508723646
0.6,3,670.881910414435,68.52376481108553,316.92,-60.4173,10.04,8.22,11.7555,97.3049,-60.3321,601.4,1,45.4625,136.852,5.01,2,601.382,45.4056,5.01,51.1576,46.1475,0.45216391478773027
0.58,3,546.7316853441298,136.36933417430276,316.927,-60.4357,10.8,8.84,12.1917,100.744,-60.3441,647,1,45.4723,136.852,5.39,2,646.982,45.411,5.39,53.0674,47.6772,0.32518330344882046
0.57,3,270.0102105452679,116.31121952003095,316.93,-60.4427,11.1,9.08,12.3552,102.027,-60.3485,664.5,1,45.4758,136.852,5.54,2,664.507,45.4129,5.54,53.7835,48.2434,0.2721057122111779
0.57,3,325.2048875177279,172.75955316043613,316.932,-60.4473,11.29,9.24,12.4643,102.882,-60.3515,676.3,1,45.4782,136.852,5.64,2,676.323,45.4141,5.64,54.2609,48.6208,0.23432603843064906
0.55,3,346.32363894977607,140.65316227806488,316.936,-60.459,11.8,9.65,12.7368,105.018,-60.359,706.3,1,45.4841,136.852,5.89,2,706.307,45.4172,5.89,55.4542,49.5642,0.13598641041098114
0.55,3,581.4529701706488,147.07232045930465,316.938,-60.4637,12,9.82,12.8456,105.872,-60.362,718.5,1,45.4865,136.852,5.99,2,718.475,45.4184,5.99,55.9314,49.9411,0.1178245872181596
1.43,5,232.91441071708687,137.95509788775087,316.854,-59.7919,4.25,3.47,7.65141,97.5736,-60.2209,254.3,2,45.3637,136.852,2.12,3,254.266,44.9378,2.12,33.2312,31.1112,0.9896595091492834
1.37,5,889.7970611758064,107.46992610439064,316.859,-59.7873,4.62,3.78,7.98073,101.69,-60.2297,276.7,2,45.3721,136.852,2.31,3,276.667,44.9267,2.31,34.6668,32.3568,0.9534071233636545
1.3,5,107.34176010848023,183.3043233980118,316.865,-59.7819,5.08,4.15,8.36472,106.494,-60.2401,304,2,45.3819,136.852,2.53,3,303.984,44.9138,2.53,36.3412,33.8112,0.912919546782584
1.28,5,784.0824421921279,148.58602710681427,136.868,-59.7799,5.28,4.32,8.52902,108.546,-60.2445,316.1,2,45.386,136.852,2.63,3,316.075,44.9082,2.63,37.0588,34.4287,0.8020958320252842
1.19,5,673.8496162402444,131.51915820512485,316.878,-59.7736,6.05,4.95,9.13184,116.048,-60.2608,362.4,2,45.4009,136.852,3.02,3,362.435,44.887,3.02,39.6892,36.6693,0.827672609543913
1.16,5,94.71909711044282,118.09113483981938,316.881,-59.7718,6.35,5.19,9.35091,118.766,-60.2668,380.1,2,45.4062,136.852,3.17,3,380.073,44.8791,3.17,40.6456,37.4755,0.8052755955556498
1.15,5,609.3711659766268,184.5715338912678,136.882,-59.7709,6.42,5.25,9.40552,119.454,-60.2683,384.5,2,45.4077,136.852,3.2,3,384.541,44.8772,3.2,40.8847,37.6847,0.8009980335926323
0.76,3,932.818758771522,156.36719973045237,316.883,-60.3249,6.5,5.32,9.46025,79.0072,-60.2697,389,1,45.409,136.852,3.24,2,389.041,45.3721,3.24,41.1237,37.8836,0.6323761943372861
0.66,3,857.5433062843513,157.52009839463372,316.905,-60.3792,8.52,6.97,10.8273,89.9453,-60.3069,509.9,1,45.4414,136.852,4.25,2,509.943,45.3931,4.25,47.0978,42.8477,0.6504648309679311
0.64,3,656.7732927370816,103.00676710572522,316.909,-60.388,8.86,7.25,11.0458,91.6863,-60.3128,530.8,1,45.4465,136.852,4.42,2,530.786,45.3963,4.42,48.0531,43.6331,0.6169973864693454
0.63,3,432.53444806300104,103.76049866939198,316.912,-60.397,9.22,7.54,11.2642,93.4169,-60.3188,552,1,45.4515,136.852,4.6,2,552.041,45.3992,4.6,49.0085,44.4085,0.573880871536398
0.58,3,240.42059863498434,165.5192184837906,316.928,-60.438,10.9,8.92,12.2462,101.172,-60.3456,652.8,1,45.4735,136.852,5.44,2,652.796,45.4117,5.44,53.3061,47.866,0.3088261068023058
0.56,3,867.2499259377364,150.87122729913003,316.933,-60.4497,11.39,9.32,12.5189,103.309,-60.353,682.3,1,45.4794,136.852,5.69,2,682.272,45.4148,5.69,54.4996,48.8094,0.218259662070679
0.56,3,444.50280003994703,120.84814208656414,316.933,-60.452,11.49,9.4,12.5732,103.736,-60.3545,688.2,1,45.4806,136.852,5.74,2,688.238,45.4154,5.74,54.7383,48.9981,0.20153268068895522
0.56,3,249.9077414823696,177.396586476367,316.935,-60.4567,11.69,9.57,12.6821,104.591,-60.3575,700.2,1,45.483,136.852,5.84,2,700.25,45.4166,5.84,55.2156,49.3753,0.16772819281192403
1.4,5,699.7954189365264,150.28107897411635,316.856,-59.7894,4.43,3.63,7.8161,99.6367,-60.2253,265.3,2,45.368,136.852,2.21,3,265.349,44.9324,2.21,33.9491,31.7389,0.9723759247025833
1.39,5,814.5317213127855,146.1657271763772,136.857,-59.7885,4.49,3.68,7.87088,100.325,-60.2268,269.1,2,45.3694,136.852,2.24,3,269.092,44.9306,2.24,34.1883,31.9483,0.9663226256256972
1.36,5,505.2563597052358,156.00400640439747,316.86,-59.7865,4.68,3.83,8.03557,102.378,-60.2312,280.5,2,45.3735,136.852,2.34,3,280.49,44.925,2.34,34.9061,32.566,0.8977198533957603
1.29,5,522.3183118153829,119.23130488322894,316.867,-59.7807,5.21,4.26,8.47423,107.859,-60.2431,312,2,45.3847,136.852,2.6,3,312.018,44.91,2.6,36.8196,34.2197,0.9011904372126706
1.28,5,412.0649077570997,102.80747219689206,316.868,-59.7799,5.28,4.32,8.52908,108.546,-60.2445,316.1,2,45.3861,136.852,2.63,3,316.078,44.9082,2.63,37.0588,34.4287,0.8021150916469095
1.18,5,-0.318428942700848,126.23073145047806,136.879,-59.7733,6.13,5.01,9.18651,116.725,-60.2623,366.8,2,45.4023,136.852,3.06,3,366.802,44.885,3.06,39.9283,36.8683,0.8227787396888802
0.66,3,592.7611540083308,165.0970151896595,316.904,-60.377,8.43,6.9,10.7728,89.5076,-60.3054,504.8,1,45.4402,136.852,4.21,2,504.8,45.3923,4.21,46.8589,42.6488,0.5140970800487655
0.62,3,224.242096231319,121.24522188064539,316.914,-60.4015,9.4,7.69,11.3736,94.2823,-60.3217,562.8,1,45.454,136.852,4.69,2,562.834,45.4007,4.69,49.4862,44.7961,0.5470425888013005
0.6,3,905.059968360234,144.65698046770885,316.921,-60.4197,10.14,8.29,11.8101,97.7325,-60.3337,607,1,45.4639,136.852,5.06,2,606.994,45.4064,5.06,51.3964,46.3362,0.4366945866981498
0.58,3,139.73504101252183,164.70448887520303,316.928,-60.438,10.9,8.92,12.2462,101.172,-60.3456,652.8,1,45.4736,136.852,5.44,2,652.796,45.4118,5.44,53.3061,47.866,0.30925367040239127
0.57,3,615.3708155152854,85.2583376482255,316.93,-60.4427,11.1,9.08,12.3553,102.027,-60.3486,664.5,1,45.4759,136.852,5.54,2,664.513,45.413,5.54,53.7836,48.2435,0.2729878028816247
0.55,3,300.3154932628386,148.63230155934212,316.939,-60.466,12.1,9.9,12.9001,106.3,-60.3635,724.6,1,45.4878,136.852,6.04,2,724.599,45.4192,6.04,56.17,50.1298,0.1022685908312646
0.54,3,226.91647908929735,168.19803059928762,316.94,-60.4684,12.2,9.99,12.9547,106.727,-60.3649,730.8,1,45.489,136.852,6.09,2,730.754,45.4198,6.09,56.4086,50.3184,0.08237917957863802
1.36,5,206.5099092712626,124.76401353060461,316.86,-59.7865,4.68,3.83,8.03557,102.378,-60.2312,280.5,2,45.3736,136.852,2.34,3,280.49,44.925,2.34,34.9061,32.5659,0.8978296332390254
1.24,5,239.7488407152705,158.15383021708567,316.873,-59.7772,5.62,4.6,8.8031,111.954,-60.252,336.8,2,45.3929,136.852,2.81,3,336.759,44.8986,2.81,38.2546,35.4445,0.8623900034859916
1.21,5,452.45502903009765,125.07990991448146,316.875,-59.7751,5.84,4.78,8.9675,114.005,-60.2564,349.5,2,45.397,136.852,2.91,3,349.48,44.8929,2.91,38.9718,36.0618,0.8455205009042394
1.17,5,712.1871889804024,185.7954620219115,316.881,-59.7721,6.27,5.13,9.29617,118.09,-60.2653,375.6,2,45.4051,136.852,3.13,3,375.626,44.8812,3.13,40.4065,37.2765,0.81209542757323006
0.7,3,698.285280891927,165.61830565398182,316.896,-60.355,7.59,6.21,10.2262,85.1495,-60.2905,454.8,1,45.4274,136.852,3.79,2,454.758,45.3843,3.79,44.4697,40.6798,0.7064294394872319
0.59,3,769.5408900000621,122.13045177940157,316.923,-60.4242,10.33,8.45,11.9191,98.5974,-60.3366,618.3,1,45.4664,136.852,5.15,2,618.29,45.4079,5.15,51.8739,46.7237,0.40770307826532454
0.59,3,689.7735585600603,113.16270727564421,316.924,-60.4265,10.42,8.53,11.9736,99.025,-60.3381,624,1,45.4676,136.852,5.2,2,623.975,45.4085,5.2,52.1126,46.9125,0.39114943347823
0.55,3,548.8493086949456,132.86314612289638,316.936,-60.459,11.8,9.65,12.7367,105.018,-60.359,706.3,1,45.4843,136.852,5.89,2,706.307,45.4174,5.89,55.4543,49.5641,0.13691857609765404
1.39,5,755.7984670139849,129.81872793774085,136.858,-59.7885,4.49,3.68,7.87088,100.325,-60.2268,269.1,2,45.3695,136.852,2.24,3,269.092,44.9307,2.24,34.1883,31.9483,0.9664054419986867
1.29,5,771.9855794815812,105.10456021930119,316.867,-59.7807,5.21,4.26,8.47434,107.859,-60.2431,312,2,45.3848,136.852,2.6,3,312.022,44.9102,2.6,36.8196,34.2196,0.9011153246883312
1.23,5,87.50950040947646,148.72545639861508,316.874,-59.7763,5.69,4.66,8.85804,112.641,-60.2534,341,2,45.3944,136.852,2.84,3,340.979,44.8968,2.84,38.4937,35.6537,0.8566178948848373
1.22,5,636.2506400621496,107.67047552107053,316.874,-59.776,5.77,4.72,8.9127,113.319,-60.2549,345.2,2,45.3957,136.852,2.88,3,345.214,44.8948,2.88,38.7328,35.8529,0.8502063668457172
1.21,5,743.9750952010509,133.62714802610552,316.876,-59.7748,5.91,4.83,9.02222,114.683,-60.2579,353.8,2,45.3984,136.852,2.95,3,353.77,44.891,2.95,39.211,36.261,0.8383501437730755
1.16,5,496.9474816045258,133.49126366022327,316.881,-59.7718,6.35,5.19,9.35089,118.766,-60.2668,380.1,2,45.4064,136.852,3.17,3,380.072,44.8792,3.17,40.6455,37.4754,0.8051272964691336
0.74,3,686.1875623723026,110.8921595863501,316.887,-60.3334,6.8,5.57,9.67924,80.7694,-60.2757,407.3,1,45.4145,136.852,3.39,2,407.3,45.3759,3.39,42.0797,38.6897,0.7113579766611907
0.73,3,155.39616324589588,183.7393893982603,316.888,-60.3377,6.96,5.69,9.78874,81.6454,-60.2787,416.6,1,45.4171,136.852,3.47,2,416.587,45.3776,3.47,42.5578,39.0877,0.7121514730721602
0.62,3,86.54025514377281,90.47041678898185,316.914,-60.4015,9.4,7.69,11.3735,94.2822,-60.3217,562.8,1,45.4541,136.852,4.69,2,562.833,45.4008,4.69,49.4861,44.7961,0.5477012678608916
0.61,3,767.1899402793497,129.21608201686763,316.918,-60.4105,9.76,7.99,11.5919,96.0123,-60.3277,584.7,1,45.4591,136.852,4.87,2,584.709,45.4038,4.87,50.4414,45.5711,0.4978824046022792
0.59,3,899.8396094315685,94.2777856667941,316.923,-60.4242,10.33,8.45,11.9191,98.5974,-60.3366,618.3,1,45.4665,136.852,5.15,2,618.289,45.4079,5.15,51.8738,46.7237,0.40815760533568574
0.55,3,898.7166501812171,124.69713375579647,316.936,-60.459,11.8,9.65,12.7367,105.018,-60.359,706.3,1,45.4843,136.852,5.89,2,706.306,45.4174,5.89,55.4542,49.5641,0.13724406370312447
1.41,5,924.6901475770865,132.92093505650715,136.856,-59.7902,4.37,3.58,7.7613,98.9494,-60.2238,261.6,2,45.3667,136.852,2.18,3,261.632,44.9344,2.18,33.7098,31.5298,0.9789877528066084
1.25,5,712.0450960067101,151.53062637436645,316.871,-59.7783,5.48,4.49,8.69352,110.589,-60.249,328.4,2,45.3903,136.852,2.74,3,328.409,44.9025,2.74,37.7763,35.0364,0.8749357210128251
1.23,5,267.0889125515241,107.76932678901926,136.874,-59.7763,5.69,4.66,8.85797,112.641,-60.2534,341,2,45.3944,136.852,2.84,3,340.977,44.8969,2.84,38.4938,35.6537,0.8565716717929361
0.72,3,134.56000314094126,176.57329842208324,316.89,-60.3421,7.11,5.82,9.89807,82.5215,-60.2816,426,1,45.4197,136.852,3.55,2,425.971,45.3794,3.55,43.0358,39.4857,0.711190417953049
0.7,3,359.53092699008994,150.02306715732917,316.895,-60.3529,7.51,6.15,10.1716,84.7112,-60.289,449.9,1,45.4263,136.852,3.75,2,449.896,45.3836,3.75,44.2307,40.4806,0.7085884430714475
0.67,3,681.3021457213908,110.84478804539835,316.903,-60.3725,8.26,6.76,10.6634,88.6421,-60.3024,494.6,1,45.4379,136.852,4.12,2,494.581,45.391,4.12,46.381,42.261,0.6735166720914603
0.61,3,76.98028555419296,98.64039680794016,316.918,-60.4105,9.76,7.99,11.5918,96.012200000000007,-60.3277,584.7,1,45.4592,136.852,4.87,2,584.708,45.4038,4.87,50.4413,45.5711,0.4982040402834247
1.27,5,544.8865628372878,119.37626866893575,316.869,-59.7795,5.35,4.37,8.58384,109.224,-60.246,320.2,2,45.3876,136.852,2.67,3,320.16,44.9064,2.67,37.298,34.628,0.8888854649561556
1.18,5,723.4557322170585,145.41730850196558,316.88,-59.7724,6.2,5.07,9.24133,117.412,-60.2638,371.2,2,45.4039,136.852,3.09,3,371.2,44.8834,3.09,40.1674,37.0772,0.8176133091689282
0.75,3,249.61942098895088,172.03445170932866,316.884,-60.3271,6.57,5.38,9.51501,79.4455,-60.2712,393.6,1,45.4106,136.852,3.28,2,393.567,45.3733,3.28,41.3628,38.0827,0.7104450705961431
0.74,3,830.2776807483751,184.5173455948897,316.887,-60.3334,6.8,5.57,9.67923,80.7696,-60.2757,407.3,1,45.4146,136.852,3.39,2,407.301,45.3761,3.39,42.0799,38.6898,0.7107358908826878
0.72,3,318.2510134212207,80.46006151601176,316.889,-60.3399,7.04,5.76,9.84339,82.0836,-60.2801,421.3,1,45.4185,136.852,3.51,2,421.265,45.3786,3.51,42.7967,39.2868,0.7117450950558626
0.71,3,387.7293531901669,127.72608625100554,316.892,-60.3464,7.27,5.95,10.0076,83.3975,-60.2846,435.5,1,45.4224,136.852,3.63,2,435.467,45.381100000000004,3.63,43.5138,39.8837,0.7140389159914565
0.71,3,352.0935839249287,106.63518843394121,316.893,-60.3485,7.35,6.02,10.0622,83.8357,-60.2861,440.3,1,45.4237,136.852,3.67,2,440.25,45.382,3.67,43.7528,40.0829,0.7125308876181821
0.58,3,865.7228821679018,165.10435611299232,316.928,-60.438,10.9,8.92,12.2461,101.172,-60.3456,652.8,1,45.4738,136.852,5.44,2,652.796,45.412,5.44,53.3063,47.8662,0.31102940751626007
0.57,3,61.89138822094537,116.99524212336188,316.929,-60.4403,11,9,12.3008,101.599,-60.3471,658.6,1,45.475,136.852,5.49,2,658.645,45.4126,5.49,53.5449,48.0547,0.2943178338318366
0.56,3,872.3317419155501,149.8965996378557,316.935,-60.4567,11.69,9.57,12.6822,104.591,-60.3575,700.3,1,45.4833,136.852,5.84,2,700.254,45.4169,5.84,55.2156,49.3753,0.1696406732393336
0.55,3,625.9024519000668,58.57275545437203,316.936,-60.459,11.8,9.65,12.7367,105.018,-60.359,706.3,1,45.4845,136.852,5.89,2,706.304,45.4176,5.89,55.4542,49.564,0.1379085206492034
0.55,3,184.17245098622516,139.34683521661808,316.939,-60.466,12.1,9.9,12.9,106.3,-60.3635,724.6,1,45.488,136.852,6.04,2,724.596,45.4194,6.04,56.1701,50.13,0.1036726172477616
0.54,3,288.6142171113752,83.2413310127396,316.94,-60.4684,12.2,9.99,12.9544,106.727,-60.365,730.7,1,45.4892,136.852,6.09,2,730.742,45.42,6.09,56.4087,50.3185,0.0835386088004915
1.33,5,817.9267814145423,111.0679220173179,316.863,-59.7839,4.88,3.99,8.20018,104.441,-60.2357,292.1,2,45.3781,136.852,2.43,3,292.121,44.9198,2.43,35.6237,33.1938,0.9285256181857052
1.25,5,166.4408809451852,148.5428367750238,316.871,-59.7783,5.48,4.49,8.69351,110.589,-60.249,328.4,2,45.3904,136.852,2.74,3,328.408,44.9027,2.74,37.7763,35.0363,0.8749106835047121
1.21,5,491.90843370649964,141.9008021548488,316.876,-59.7748,5.91,4.83,9.0222,114.683,-60.2579,353.8,2,45.3986,136.852,2.95,3,353.77,44.8911,2.95,39.2111,36.2611,0.8381806591027714
0.69,3,667.6735085186083,70.65060597413401,316.897,-60.3572,7.68,6.28,10.2809,85.587,-60.292,459.6,1,45.429,136.852,3.83,2,459.644,45.3854,3.83,44.7087,40.8785,0.7020690611512248
0.68,3,510.47962377010845,99.57262133832702,316.899,-60.3637,7.92,6.48,10.4449,86.9008,-60.2965,474.5,1,45.4329,136.852,3.95,2,474.466,45.388,3.95,45.4255,41.4754,0.693596753598179
0.6,3,543.1775696759578,153.45349675798062,316.921,-60.4197,10.14,8.29,11.8099,97.7326,-60.3336,607,1,45.4641,136.852,5.06,2,606.989,45.4067,5.06,51.3965,46.3363,0.4389537403148178
0.56,3,161.41086542210542,131.8259882272053,316.934,-60.452,11.49,9.4,12.5733,103.736,-60.3545,688.2,1,45.481,136.852,5.74,2,688.24,45.4158,5.74,54.7382,48.9979,0.20398635648404057
1.34,5,222.76570787536912,141.40778362872388,316.862,-59.7848,4.81,3.94,8.14533,103.753,-60.2342,288.2,2,45.3767,136.852,2.4,3,288.219,44.9217,2.4,35.3845,32.9844,0.934291948900372
1.18,5,769.8766251597553,136.6426047598764,316.879,-59.7733,6.13,5.01,9.18654,116.725,-60.2623,366.8,2,45.4026,136.852,3.06,3,366.802,44.8853,3.06,39.9282,36.8682,0.8226689598456149
1.15,5,944.8982901829295,70.0523457454829,316.882,-59.7709,6.42,5.25,9.40554,119.454,-60.2683,384.5,2,45.4081,136.852,3.2,3,384.542,44.8777,3.2,40.8846,37.6846,0.8005743219168716
0.72,3,507.2474403104279,142.8247602900031,316.891,-60.3442,7.19,5.89,9.95272,82.9596,-60.2831,430.7,1,45.4212,136.852,3.59,2,430.701,45.3804,3.59,43.2747,39.6848,0.7101234349149979
0.71,3,537.7846976297442,149.31733852789097,316.892,-60.3464,7.27,5.95,10.0075,83.3974,-60.2846,435.5,1,45.4225,136.852,3.63,2,435.466,45.3813,3.63,43.5137,39.8837,0.7134514975318796
0.68,3,460.4960761796683,158.31223581310394,316.9,-60.366,8.01,6.55,10.4996,87.3285,-60.298,479.5,1,45.4341,136.852,4,2,479.457,45.3887,4,45.6644,41.6642,0.6877090872672716
0.66,3,338.09411919512786,163.5221872164123,316.905,-60.3792,8.52,6.97,10.8274,89.9453,-60.3069,509.9,1,45.4418,136.852,4.25,2,509.946,45.3935,4.25,47.0977,42.8476,0.6516801130924983
0.64,3,553.5285082201008,109.66503510529287,316.909,-60.388,8.86,7.25,11.046,91.6863,-60.3128,530.8,1,45.4469,136.852,4.42,2,530.793,45.3967,4.42,48.0532,43.6331,0.6183417080588037
0.58,3,42.23929591011256,103.90133937479672,316.926,-60.4312,10.61,8.68,12.0828,99.8795,-60.3411,635.4,1,45.4703,136.852,5.3,2,635.433,45.41,5.3,52.59,47.2897,0.36202503365618893
0.58,3,874.1893748035654,126.59525432767526,316.928,-60.438,10.9,8.92,12.2462,101.172,-60.3456,652.8,1,45.4739,136.852,5.44,2,652.801,45.4121,5.44,53.3062,47.8661,0.3120540193867352
0.55,3,108.81212051073089,121.54083116873883,316.939,-60.466,12.1,9.9,12.9001,106.3,-60.3635,724.6,1,45.4881,136.852,6.04,2,724.599,45.4195,6.04,56.1701,50.1299,0.10446418769656855
1.32,5,561.7934170318767,140.23855750467328,136.864,-59.7836,4.94,4.05,8.25496,105.119,-60.2371,296,2,45.3795,136.852,2.47,3,296.047,44.9179,2.47,35.8629,33.3929,0.9232985568765517
1.29,5,33.66551390243694,139.75935193828386,136.867,-59.7815,5.14,4.21,8.41947,107.172,-60.2416,308,2,45.3837,136.852,2.57,3,307.989,44.9123,2.57,36.5805,34.0106,0.9059244522082122
1.24,5,476.61232010438107,128.40466982215682,316.872,-59.7775,5.55,4.54,8.74834,111.276,-60.2505,332.6,2,45.3919,136.852,2.77,3,332.572,44.901,2.77,38.0154,35.2453,0.8690596104548931
1.16,5,372.6238883067854,87.21092689142344,316.882,-59.7717,6.35,5.19,9.35081,118.766,-60.2668,380.1,2,45.4067,136.852,3.17,3,380.068,44.8795,3.17,40.6455,37.4753,0.804896181009628
0.61,3,647.6528778302018,87.39617213623619,316.918,-60.4105,9.76,7.99,11.5917,96.0123,-60.3277,584.7,1,45.4594,136.852,4.87,2,584.699,45.4041,4.87,50.4414,45.5711,0.49957917726748347
0.58,3,354.1254240688868,110.56587890454291,316.927,-60.4333,10.71,8.76,12.1373,100.317,-60.3426,641.2,1,45.4716,136.852,5.34,2,641.196,45.4109,5.34,52.8287,47.4886,0.3458565813016038
0.56,3,355.2897583786398,161.88650794535806,316.934,-60.4543,11.59,9.49,12.6278,104.164,-60.356,694.2,1,45.4823,136.852,5.79,2,694.236,45.4165,5.79,54.9769,49.1868,0.13753103206534406
1.38,5,285.1492880759761,155.7389130487855,316.859,-59.7877,4.56,3.73,7.92597,101.012,-60.2282,272.9,2,45.3713,136.852,2.27,3,272.871,44.9293,2.27,34.4275,32.1575,0.9611957143489961
1.37,5,487.18997067702,153.45514614524552,316.859,-59.7873,4.62,3.78,7.98081,101.69,-60.2297,276.7,2,45.3726,136.852,2.31,3,276.669,44.9272,2.31,34.6668,32.3568,0.953672906142086
1.36,5,941.9232482181396,129.3016550118116,136.86,-59.7865,4.68,3.83,8.0356,102.378,-60.2312,280.5,2,45.374,136.852,2.34,3,280.491,44.9254,2.34,34.906,32.5659,0.898767576812186
1.26,5,737.4759437912144,182.23475323324993,316.87,-59.7786,5.42,4.43,8.63882,109.911,-60.2475,324.3,2,45.3893,136.852,2.7,3,324.276,44.9049,2.7,37.5371,34.8371,0.8828167581819688
1.19,5,767.9259966826066,153.67662073340662,316.878,-59.7736,6.05,4.95,9.1318,116.048,-60.2608,362.4,2,45.4015,136.852,3.02,3,362.435,44.8875,3.02,39.6893,36.6694,0.8270986728194738
1.18,5,656.0314959804527,126.23838907538412,316.88,-59.7724,6.2,5.07,9.24131,117.412,-60.2638,371.2,2,45.4042,136.852,3.09,3,371.199,44.8837,3.09,40.1673,37.0772,0.8175035293256631
0.76,3,617.896748127183,145.36599937679512,316.883,-60.3249,6.5,5.32,9.46032,79.0071,-60.2697,389,1,45.4095,136.852,3.24,2,389.043,45.3727,3.24,41.1237,37.8836,0.6275362514228047
0.73,3,391.4901036338415,136.45746668196674,316.888,-60.3355,6.88,5.63,9.73382,81.2079,-60.2771,411.9,1,45.4161,136.852,3.43,2,411.924,45.3771,3.43,42.3188,38.8889,0.7098229848176404
0.7,3,986.7957986523397,140.14214946043202,316.896,-60.355,7.59,6.21,10.2264,85.1493,-60.2905,454.8,1,45.4279,136.852,3.79,2,454.763,45.3848,3.79,44.4696,40.6796,0.7054491247464953
0.68,3,379.1028091078624,82.60345610018922,316.899,-60.3637,7.92,6.48,10.4449,86.9007,-60.2964,474.5,1,45.4331,136.852,3.95,2,474.462,45.3882,3.95,45.4254,41.4754,0.6932654881062209
0.66,3,227.25767679070123,138.1478839079279,316.905,-60.3792,8.52,6.97,10.8274,89.9452,-60.3068,509.9,1,45.4419,136.852,4.25,2,509.945,45.3936,4.25,47.0977,42.8476,0.6520306382060819
0.62,3,818.9253957078326,79.99175112349683,316.914,-60.4015,9.4,7.69,11.3734,94.2822,-60.3217,562.8,1,45.4545,136.852,4.69,2,562.825,45.4012,4.69,49.4861,44.7961,0.5497196762072414
0.61,3,640.3098380733281,137.27685170633026,316.917,-60.4083,9.67,7.91,11.5372,95.5746,-60.3262,579.2,1,45.4582,136.852,4.83,2,579.194,45.4033,4.83,50.2025,45.3723,0.5100217441128153
0.59,3,580.0476072093006,158.75821209067564,316.923,-60.4241,10.33,8.45,11.9191,98.5977,-60.3366,618.3,1,45.4668,136.852,5.15,2,618.289,45.4083,5.15,51.874,46.7238,0.4109926216389553
1.29,5,237.96129747200757,119.50679667912013,316.867,-59.7815,5.14,4.21,8.41952,107.172,-60.2416,308,2,45.3838,136.852,2.57,3,307.991,44.9124,2.57,36.5805,34.0106,0.9058801550784735
1.21,5,394.0087029035203,153.31246624880805,316.876,-59.7748,5.91,4.83,9.02218,114.683,-60.2579,353.8,2,45.3988,136.852,2.95,3,353.769,44.8914,2.95,39.211,36.261,0.8378744311189263
1.17,5,743.248314724071,108.47153567173676,316.881,-59.7721,6.27,5.13,9.29603,118.089,-60.2653,375.6,2,45.4055,136.852,3.13,3,375.619,44.8817,3.13,40.4064,37.2763,0.8117371986109961
0.67,3,969.4024787589442,138.2843415167616,316.902,-60.3703,8.17,6.69,10.6089,88.2042,-60.3009,489.5,1,45.4369,136.852,4.08,2,489.519,45.3905,4.08,46.1422,42.0621,0.6799474597522059
0.65,3,936.1910234009847,121.06858373832543,316.906,-60.3813,8.6,7.04,10.8819,90.3828,-60.3083,515.1,1,45.4433,136.852,4.29,2,515.114,45.3945,4.29,47.3366,43.0464,0.6451299157776748
0.6,3,500.13948235753924,165.4251407342295,316.922,-60.422,10.23,8.37,11.8646,98.1602,-60.3351,612.6,1,45.4656,136.852,5.11,2,612.631,45.4075,5.11,51.6352,46.5251,0.4244339115713734
1.41,5,146.22070410684682,126.64266704256714,136.856,-59.7902,4.37,3.58,7.76127,98.9496,-60.2238,261.6,2,45.3672,136.852,2.18,3,261.631,44.9348,2.18,33.7098,31.5299,0.9793864269742558
1.39,5,109.92257683794014,145.04396673859847,136.858,-59.7885,4.49,3.68,7.87096,100.325,-60.2267,269.1,2,45.37,136.852,2.24,3,269.096,44.9312,2.24,34.1884,31.9485,0.9668098940528218
1.31,5,905.7166188724805,130.3032763135442,316.865,-59.7827,5.01,4.1,8.30979,105.807,-60.2386,300,2,45.381100000000004,136.852,2.5,3,300.001,44.9163,2.5,36.1021,33.6022,0.9167926566914667
